"gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","customerID","Churn"
"Male","0","Yes","No",68,"Yes","No","DSL","Yes","Yes","Yes","No","No","Yes","Two year","No","Bank transfer (automatic)",70.95,4741.45,"3533-UVMOM","No"
"Male","1","Yes","No",38,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",102.6,4009.2,"2439-LYPMQ","No"
"Female","1","Yes","No",17,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",85.35,1463.45,"4248-QPAVC","Yes"
"Male","0","No","No",48,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",106.1,5082.8,"1899-VXWXM","Yes"
"Female","0","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",43.8,43.8,"1478-VPOAD","No"
"Male","0","Yes","Yes",63,"No","No phone service","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Electronic check",59.0,3707.6,"9995-HOTOH","No"
"Female","0","No","No",3,"Yes","No","DSL","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",69.95,220.45,"2988-PLAHS","No"
"Female","0","No","No",48,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",24.35,1133.7,"1371-OJCEK","No"
"Male","0","No","No",66,"No","No phone service","DSL","No","No","No","Yes","No","No","One year","No","Credit card (automatic)",29.45,1983.15,"4999-IEZLT","No"
"Female","0","Yes","Yes",68,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Two year","Yes","Credit card (automatic)",84.4,5746.75,"8883-ANODQ","No"
"Male","1","No","No",17,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",45.05,770.6,"4690-LLKUA","Yes"
"Female","0","Yes","Yes",7,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.65,134.05,"2351-RRBUE","No"
"Male","0","Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",87.1,6230.1,"5980-BDHPY","No"
"Female","0","Yes","No",29,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.85,573.05,"1498-DQNRX","No"
"Male","0","Yes","No",37,"Yes","No","Fiber optic","No","No","Yes","Yes","No","Yes","Month-to-month","Yes","Electronic check",90.35,3419.3,"9469-WEJBT","No"
"Female","0","No","No",34,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Mailed check",109.8,3587.25,"3331-HQDTW","Yes"
"Female","1","No","No",42,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",84.65,3541.35,"9490-DFPMD","Yes"
"Female","0","Yes","Yes",59,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","One year","No","Mailed check",65.5,3801.3,"2581-VKIRT","No"
"Male","0","Yes","Yes",11,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",79.5,868.5,"5442-XSDCW","Yes"
"Male","1","Yes","Yes",60,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",80.95,4859.1,"7426-WEIJX","No"
"Female","0","No","No",27,"Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Mailed check",56.15,1439.35,"2851-MMUTZ","No"
"Female","0","No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Mailed check",85.8,85.8,"3049-NDXFL","Yes"
"Male","1","No","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",79.1,79.1,"8580-AECUZ","Yes"
"Male","0","Yes","No",17,"No","No phone service","DSL","Yes","No","Yes","No","No","No","Month-to-month","No","Mailed check",34.4,592.75,"3307-TLCUD","No"
"Male","0","Yes","No",58,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.75,1185.95,"6625-FLENO","No"
"Male","0","Yes","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",18.8,18.8,"2967-MXRAV","No"
"Female","0","Yes","Yes",3,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",44.3,134.5,"7963-GQRMY","Yes"
"Female","0","No","No",53,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","No","Electronic check",90.8,4921.2,"8189-HBVRW","No"
"Male","0","No","No",35,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",25.6,901.25,"4163-KIUHY","No"
"Male","0","Yes","Yes",50,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",105.95,5341.8,"1228-FZFRV","Yes"
"Male","0","Yes","Yes",68,"Yes","Yes","DSL","No","Yes","No","Yes","No","Yes","Two year","No","Credit card (automatic)",70.8,4859.95,"3500-NSDOA","No"
"Male","0","Yes","No",47,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",25.4,1139.2,"1171-TYKUR","No"
"Female","1","Yes","No",65,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",108.8,7082.45,"3761-FLYZI","No"
"Male","0","No","No",5,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.75,324.6,"2058-DCJBE","Yes"
"Male","0","Yes","No",51,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.65,4812.75,"5364-XYIRR","Yes"
"Female","0","No","No",46,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",96.05,4399.5,"4829-AUOAX","Yes"
"Female","0","No","No",9,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",76.85,663.55,"1219-NNDDO","No"
"Female","0","No","No",8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.25,174.65,"8388-DMKAE","No"
"Male","0","No","No",14,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)",24.8,321.7,"4403-BWPAY","No"
"Female","0","No","No",45,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",115.65,5125.5,"9659-QEQSY","No"
"Female","0","No","No",8,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",74.6,548.9,"5405-ZMYXQ","No"
"Male","1","No","Yes",1,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",50.15,50.15,"5047-LHVLY","Yes"
"Male","0","Yes","Yes",66,"Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",103.15,7031.3,"1442-OKRJE","No"
"Male","0","Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Credit card (automatic)",72.1,5016.65,"4737-AQCPU","No"
"Female","0","Yes","No",41,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",113.6,4594.95,"9158-VCTQB","Yes"
"Female","0","Yes","Yes",23,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25.1,611.45,"2808-CHTDM","No"
"Female","0","No","No",29,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",78.9,2384.15,"6311-UEUME","Yes"
"Female","0","No","No",4,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",80.15,319.85,"0793-TWELN","No"
"Male","0","Yes","Yes",6,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25.4,153.3,"3283-WCWXT","No"
"Female","1","Yes","No",67,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","One year","Yes","Credit card (automatic)",105.4,7035.6,"1060-ENTOF","No"
"Male","1","No","Yes",7,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.75,344.2,"0999-QXNSA","No"
"Male","0","Yes","Yes",56,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",24.45,1431.65,"5451-MHQOF","No"
"Female","0","Yes","No",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.0,1849.2,"4836-WNFNO","No"
"Male","0","Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check",85.25,6083.1,"9225-BZLNZ","No"
"Male","0","Yes","Yes",23,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.6,426.65,"0354-VXMJC","No"
"Female","0","No","Yes",35,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",50.15,1655.35,"4422-QVIJA","No"
"Male","1","Yes","No",27,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.55,1943.9,"9365-SRSZE","No"
"Female","0","Yes","Yes",26,"Yes","Yes","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Electronic check",60.05,1616.15,"6839-ITVZJ","Yes"
"Male","0","Yes","Yes",12,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",26.4,314.95,"8332-OSJDW","No"
"Female","0","No","No",40,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.15,804.85,"4735-BJKOU","No"
"Male","0","Yes","Yes",7,"No","No phone service","DSL","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","No","Mailed check",58.85,465.7,"0274-JKUJR","No"
"Male","0","Yes","Yes",70,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",97.55,6669.05,"5740-YHGTW","No"
"Male","0","Yes","Yes",60,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.65,1161.75,"8917-SZTTJ","No"
"Male","0","Yes","Yes",39,"No","No phone service","DSL","No","No","No","No","No","No","One year","Yes","Credit card (automatic)",25.25,947.75,"1696-MZVAU","No"
"Male","0","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",114.45,8375.05,"7359-WWYJV","No"
"Female","0","No","No",1,"No","No phone service","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",34.7,34.7,"0375-HVGXO","Yes"
"Male","0","Yes","Yes",54,"Yes","Yes","DSL","No","Yes","No","Yes","Yes","No","One year","Yes","Electronic check",70.7,3770.0,"4906-ZHGPK","No"
"Male","0","No","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",85.3,264.8,"8593-WHYHV","Yes"
"Female","0","Yes","Yes",63,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)",75.55,4707.85,"3795-GWTRD","No"
"Male","0","Yes","Yes",71,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","No","Two year","Yes","Electronic check",84.8,6152.4,"1298-PHBTI","No"
"Female","0","No","No",42,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",20.65,958.1,"6223-DHJGV","No"
"Male","0","No","No",47,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.45,943.0,"6961-MJKBO","No"
"Female","0","Yes","Yes",66,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",102.45,6615.15,"6097-EQISJ","Yes"
"Female","0","Yes","No",21,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",104.4,2200.25,"4423-YLHDV","Yes"
"Male","0","No","No",11,"No","No phone service","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Electronic check",35.65,425.1,"8158-WPEZG","No"
"Male","0","No","Yes",1,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.75,99.75,"0107-YHINA","Yes"
"Female","1","Yes","No",55,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No","Month-to-month","No","Electronic check",90.45,5044.8,"4918-FYJNT","No"
"Male","0","No","No",69,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","No","Two year","Yes","Credit card (automatic)",97.65,6743.55,"0727-BNRLG","No"
"Female","1","No","No",3,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",73.85,196.4,"4854-CIDCF","No"
"Male","0","No","No",4,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",74.4,299.7,"8640-SDGKB","Yes"
"Male","1","No","No",30,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","No","Two year","Yes","Credit card (automatic)",69.1,2093.9,"3280-MRDOF","No"
"Female","0","No","No",5,"Yes","Yes","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","Electronic check",82.75,417.75,"6435-SRWBJ","No"
"Female","0","Yes","No",71,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",24.4,1725.4,"9964-WBQDJ","No"
"Female","0","No","No",29,"Yes","Yes","DSL","No","Yes","No","No","No","No","One year","Yes","Electronic check",55.25,1620.2,"6303-KFWSL","No"
"Male","0","Yes","No",52,"Yes","Yes","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",61.35,3169.55,"1702-CCFNJ","No"
"Male","0","No","No",68,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","Yes","One year","No","Credit card (automatic)",76.75,5233.25,"8932-CZHRQ","No"
"Female","0","Yes","Yes",46,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.4,967.85,"0386-CWRGM","No"
"Male","0","No","No",8,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",54.75,438.05,"5515-RUGKN","No"
"Male","0","Yes","No",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.7,1421.9,"0404-AHASP","No"
"Female","0","No","No",17,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",19.9,323.15,"7279-NMVJC","No"
"Male","0","No","No",3,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",107.95,318.6,"2081-VEYEH","No"
"Female","1","No","No",2,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",83.8,163.7,"6407-UTSLV","No"
"Female","0","No","No",9,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",74.25,639.65,"4116-TZAQJ","Yes"
"Female","0","No","No",51,"No","No phone service","DSL","No","Yes","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",56.4,2928.5,"9060-HJJRW","No"
"Female","0","Yes","Yes",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.1,100.35,"2587-YNLES","No"
"Female","0","Yes","No",3,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",94.9,273.2,"7398-SKNQZ","No"
"Female","1","No","No",17,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.2,1608.15,"5935-FCCNB","No"
"Male","0","Yes","No",30,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",49.9,1441.95,"1958-RNRKS","No"
"Male","0","No","No",31,"Yes","Yes","DSL","No","Yes","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",71.05,2168.15,"5136-RGMZO","No"
"Female","0","No","No",45,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",81.65,3618.7,"8345-MVDYC","No"
"Male","0","Yes","No",64,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","One year","No","Bank transfer (automatic)",89.45,5692.65,"8226-BXGES","No"
"Male","0","No","No",1,"Yes","Yes","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",59.85,59.85,"3877-JRJIP","Yes"
"Female","1","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.6,69.6,"8375-DKEBR","Yes"
"Male","1","Yes","Yes",61,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","One year","No","Electronic check",99.0,5969.3,"9705-IOVQQ","No"
"Male","0","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.05,19.05,"1015-OWJKI","No"
"Male","0","No","No",9,"No","No phone service","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",45.4,418.8,"7511-YMXVQ","Yes"
"Male","0","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",114.45,8100.55,"2040-XBAVJ","No"
"Female","0","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.5,19.5,"7551-JOHTI","Yes"
"Female","0","Yes","No",7,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",44.25,313.45,"8887-IPQNC","No"
"Female","0","Yes","No",66,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No","One year","Yes","Bank transfer (automatic)",90.55,6130.95,"8646-JCOMS","No"
"Male","0","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.9,69.9,"9804-ICWBG","Yes"
"Male","0","Yes","Yes",40,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Bank transfer (automatic)",20.4,745.3,"1222-KJNZD","No"
"Male","0","No","No",16,"Yes","Yes","DSL","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",71.4,1212.1,"0106-GHRQR","No"
"Female","0","No","No",2,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",87.15,183.75,"5318-IXUZF","Yes"
"Male","0","Yes","No",67,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",24.85,1583.5,"3768-VHXQO","No"
"Female","0","Yes","No",41,"Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",104.45,4162.05,"8952-WCVCD","No"
"Female","0","Yes","Yes",56,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",19.8,1119.9,"2418-TPEUN","No"
"Female","0","No","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",116.45,8013.55,"3963-RYFNS","No"
"Female","0","Yes","Yes",3,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",84.75,264.85,"3198-VELRD","Yes"
"Female","0","Yes","No",54,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.05,1102.4,"8540-ZQGEA","No"
"Male","1","No","No",52,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",110.75,5832.0,"1320-REHCS","No"
"Female","0","No","No",50,"Yes","No","Fiber optic","No","No","Yes","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",89.7,4304.5,"4137-JOPHL","No"
"Male","0","No","No",14,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",89.95,1178.4,"9436-ZBZCT","Yes"
"Male","0","Yes","No",27,"Yes","No","DSL","Yes","No","No","No","No","No","One year","No","Credit card (automatic)",48.7,1421.75,"7801-CEDNV","No"
"Female","1","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Bank transfer (automatic)",96.6,6827.5,"2057-BOYKM","No"
"Male","0","No","No",62,"Yes","No","DSL","Yes","Yes","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",74.3,4698.05,"3658-QQJYD","No"
"Female","0","No","No",12,"Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Electronic check",54.3,654.5,"1803-BGNBD","No"
"Female","1","No","No",44,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","One year","No","Bank transfer (automatic)",74.85,3268.05,"0134-XWXCE","No"
"Male","0","Yes","Yes",54,"Yes","No","Fiber optic","No","Yes","No","Yes","No","No","Two year","Yes","Bank transfer (automatic)",79.95,4362.05,"6950-TWMYB","No"
"Female","0","No","No",68,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.05,1386.9,"5848-FHRFC","No"
"Male","0","No","No",20,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.4,415.4,"2243-FNMMI","No"
"Male","0","Yes","Yes",50,"Yes","Yes","DSL","No","No","Yes","No","No","No","One year","No","Bank transfer (automatic)",54.9,2614.1,"2511-MORQY","No"
"Male","0","No","No",58,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",24.45,1513.6,"5356-KZCKT","No"
"Male","0","Yes","Yes",35,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",89.65,3161.6,"9470-XCCEM","No"
"Female","0","No","No",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",45.4,80.95,"6519-CFDBX","No"
"Male","0","Yes","Yes",63,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Mailed check",75.7,4676.7,"3902-MIVLE","No"
"Female","0","Yes","No",58,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",110.65,6526.65,"0409-WTMPL","No"
"Female","0","Yes","Yes",27,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",20.55,583.3,"8763-KIAFH","No"
"Female","0","Yes","No",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",115.15,8078.1,"3669-WHAFY","No"
"Female","0","No","No",63,"Yes","No","DSL","No","No","Yes","No","No","Yes","One year","No","Credit card (automatic)",58.55,3503.5,"3055-VTCGS","No"
"Male","0","Yes","No",71,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",93.25,6669.45,"3144-KMTWZ","No"
"Female","1","No","No",41,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",113.2,4689.5,"7279-BUYWN","Yes"
"Male","1","No","No",13,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",90.5,1201.15,"7156-MHUGY","Yes"
"Male","0","No","No",2,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",79.0,143.65,"7198-GLXTC","Yes"
"Female","0","Yes","Yes",68,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",19.35,1292.65,"2007-QVGAW","No"
"Male","0","Yes","Yes",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",48.75,48.75,"5207-PLSTK","No"
"Male","1","No","No",65,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",109.05,7108.2,"2307-FYNNL","No"
"Male","1","Yes","No",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",25.0,1802.55,"5605-XNWEN","No"
"Female","0","No","No",28,"Yes","Yes","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",54.9,1505.15,"2155-AMQRX","No"
"Male","0","Yes","Yes",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",24.75,1859.1,"6181-AXXYF","No"
"Female","0","No","No",2,"Yes","No","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",91.15,168.5,"5091-HFAZW","No"
"Female","0","No","Yes",18,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",20.15,390.85,"0516-VRYBW","Yes"
"Male","1","Yes","No",60,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",104.35,6339.45,"2519-LBNQL","No"
"Female","1","No","No",26,"Yes","Yes","DSL","No","No","No","Yes","No","Yes","Month-to-month","Yes","Electronic check",66.05,1652.4,"8623-ULFNQ","No"
"Male","0","No","Yes",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",71.65,71.65,"8380-PEFPE","Yes"
"Female","0","No","No",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.35,77.5,"5687-DKDTV","Yes"
"Male","0","Yes","Yes",68,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",92.2,6392.85,"1568-LJSZU","No"
"Female","0","No","No",38,"Yes","No","Fiber optic","No","Yes","Yes","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",84.25,3264.5,"7530-HDYDS","Yes"
"Female","1","Yes","No",42,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",105.2,4599.15,"7789-HKSBS","No"
"Female","0","Yes","No",57,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",19.6,1134.25,"7416-CKTEP","No"
"Male","0","Yes","No",54,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",30.4,1621.35,"2586-CWXVV","No"
